category,collection,name,slug,image,short_description,description,price,available,handle,sku
Locomotive,,Reobrix 1:10 Spider 675Lt - Blue - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/1_8ca323b5-fa07-4d20-a8b5-6200ad9914ef.jpg?v=1710425076,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 11003-D</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1886 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 52*9.5*36 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-11003-d-1-10-spider-675lt-blue-dynamic-version,11003
Locomotive,,Reobrix 1:10 Spider 675Lt - Red - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/1_c7ee9bd6-1e98-4b08-b547-70681595bc1f.jpg?v=1710425123,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 11002-D</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1886 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 51*36*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-11002-d-1-10-spider-675lt-red-dynamic-version,11002
Locomotive,,Reobrix 1:10 G700 - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets-1.jpg?v=1710424977,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 11001-D</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2162 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 60*40*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-11001-d-1-10-g700-dynamic-version,11001
Locomotive,,Reobrix 1:10 G700 - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets-1_81c0e6e2-38fd-4a0b-ac12-9d96dee3182a.jpg?v=1710425018,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 11001-S</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2162 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 60*40*9.5 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-11001¾²-1-10-g700-static-version,11001S
Locomotive,,Reobrix Exquisite Supercars TYPE 41,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsTYPE41_1.jpg?v=1714977970,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 814</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 272<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-type-41,814
Locomotive,,Reobrix Exquisite Supercars 250 GTO,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercars250GTO_1.jpg?v=1714977862,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 813</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 336<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-250-gto,813
Locomotive,,Reobrix Exquisite Supercars COBRA,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsCOBRA_1.jpg?v=1714977797,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 812</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 333<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-cobra,812
Locomotive,,Reobrix Exquisite Supercars 8 LITER,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercars8LITER_1.jpg?v=1714977702,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 811</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 273<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-8-liter,811
Locomotive,,Reobrix Exquisite Supercars Phantom,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsPhantom_1.jpg?v=1714977328,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 810</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 326<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-phantom,810
Locomotive,,Reobrix Exquisite Supercars Eldorado,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsEldorado_1.jpg?v=1714977221,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 809</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 323<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-eldorado,809
Locomotive,,Reobrix Exquisite Supercars Corvette C1,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsCorvetteC1_1.jpg?v=1714977099,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 808</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 328<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-corvette-c1,808
Locomotive,,Reobrix Exquisite Supercars Atlantic,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsAtlantic_1.jpg?v=1714976963,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 807</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 291<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-atlantic,807
Locomotive,,Reobrix Fkp 37,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsFkp37-1.jpg?v=1710318219,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 806</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 363 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-806-fkp-37,806
Locomotive,,Reobrix Agera Blue,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsAgeraBlue-1.jpg?v=1710318074,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 805</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 327 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-805-agera-blue,805
Locomotive,,Reobrix Exquisite Supercars RX7,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsRX7_1.jpg?v=1714976714,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 804</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 390<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-rx7,804
Locomotive,,Reobrix Exquisite Supercars Lykan,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixExquisiteSupercarsLykan_1.jpg?v=1714976505,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 803</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 322?<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 19.5*7.5*14 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",,,reobrix-exquisite-supercars-lykan-1,803
Military,,Reobrix Strategic Nuclear Submarine,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsStrategicNuclearSubmarine-1.jpg?v=1710472498,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 800</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1498 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 45*32*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-800-strategic-nuclear-submarine,800
Locomotive,,Reobrix Db12,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsDb12-1.jpg?v=1710317990,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 798</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 316 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-798-db12,798
Locomotive,,Reobrix Srt,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSrt-1.jpg?v=1710317903,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 796</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 336 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-796-srt,796
Locomotive,,Reobrix Vision Gt,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsVisionGt-1.jpg?v=1710317846,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 795</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 356 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-795-vision-gt,795
Locomotive,,Reobrix 9X8,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets9X8-1.jpg?v=1710317786,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 793</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 280 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-793-9x8,793
Locomotive,,Reobrix 935,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets935-1.jpg?v=1710317619,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 792</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 346 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-792-935,792
Locomotive,,Reobrix 911 Gt3,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSets911Gt3-1.jpg?v=1710317530,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 791</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 338 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-791-911-gt3,791
Locomotive,,Reobrix Cullinan,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCullinan-1.jpg?v=1710472461,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 790</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 480 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-790-cullinan,790
Lagrange,,Reobrix Artillery Escort Boat,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsArtilleryEscortBoat-1.jpg?v=1710486085,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 788</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 966 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-788-artillery-escort-boat,788
Lagrange,,Reobrix Stingray,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsStingray-1.jpg?v=1710317379,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 787</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 846 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-787-stingray,787
Lagrange,,Reobrix Heavy Attack Aircraft,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/HeavyAttackAircraftreobrixconstructionsets_1.jpg?v=1710311209,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 786</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 858 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*7 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-786-heavy-attack-aircraft,786
Locomotive,,Reobrix Urus,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsUrus-1.jpg?v=1710335482,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 690</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 408 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-690-urus,690
Locomotive,,Reobrix Pur-Osangue,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsPur-Osangue-1.jpg?v=1710472377,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 689</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 416 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-689-pur-osangue,689
Locomotive,,Reobrix Boat Tail - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsBoatTail-StaticVersion-1.jpg?v=1710335397,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 688</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 417 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-688-boat-tail-static-version,688
Locomotive,,Reobrix Svj - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSvj-StaticVersion-1.jpg?v=1710335290,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 687</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 382 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-687-svj-static-version,687
Locomotive,,Reobrix Fxx-K - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsFxx-K-StaticVersion-1.jpg?v=1710335341,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 686</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 392 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-686-fxx-k-static-version,686
Locomotive,,Reobrix La Voiture Noire - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsLaVoitureNoire-StaticVersion-1.jpg?v=1710325871,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 685</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 339 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-685-la-voiture-noire-static-version,685
Locomotive,,Reobrix Viper - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsViper-StaticVersion-1.jpg?v=1710324216,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 683</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 419 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-683-viper-static-version,683
Locomotive,,Reobrix Gt500 - Static Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsGt500-StaticVersion-1.jpg?v=1710324141,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 682</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 476 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*22.5*5.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-682-gt500-static-version,682
